Name,Dots,Lab Topics,Related Tags,Reverse Related Tags,Books,Media,Notes,Organizations,People,Last Edited,Media Highlights,Journal Entries,Places,Organization Job Interest,Job Interest,🗺️ Personal Board
Psychological First Aid,,,"https://www.notion.so/Psychology-c4cd828b37c94e1daded0dc7752ea253, https://www.notion.so/Mental-Health-9e7063aeb8db4932a75af4071ed766cf","https://www.notion.so/Mental-Health-9e7063aeb8db4932a75af4071ed766cf, https://www.notion.so/Psychology-c4cd828b37c94e1daded0dc7752ea253",,https://www.notion.so/I-ll-stay-with-you-Anna-Laura-Sullivan-167eda0ed90b4c7abae63ac9ab1e218f,,,,"August 30, 2022 12:36 AM",,,,,,
Empathy,,,,,,https://www.notion.so/I-ll-stay-with-you-Anna-Laura-Sullivan-167eda0ed90b4c7abae63ac9ab1e218f,,,,"August 30, 2022 12:33 AM",,https://www.notion.so/August-29th-2022-542a6d569e484f7fb9aa9c6f6feb4db2,,,,
Free Will,,,https://www.notion.so/Options-ba14724cbf8c4f658c2c13d5a453ce4f,https://www.notion.so/Options-ba14724cbf8c4f658c2c13d5a453ce4f,,,,,,"August 30, 2022 12:30 AM",,,,,,
Decision Making,,,https://www.notion.so/Options-ba14724cbf8c4f658c2c13d5a453ce4f,https://www.notion.so/Options-ba14724cbf8c4f658c2c13d5a453ce4f,,https://www.notion.so/We-the-swarm-Methodological-theoretical-and-societal-r-evolutions-in-collective-decision-making-r-8d934efc8575424e8dcff7c5c99aea41,,,,"August 30, 2022 12:30 AM",,,,,,
Options,,,"https://www.notion.so/Free-Will-03c1170e5f8345b1a543e7610c296556, https://www.notion.so/Decision-Making-4b014f21b81f468095d09f1b68d13e89, https://www.notion.so/Strategy-04e423e54c8c465588a73916dd42613a","https://www.notion.so/Free-Will-03c1170e5f8345b1a543e7610c296556, https://www.notion.so/Strategy-04e423e54c8c465588a73916dd42613a, https://www.notion.so/Decision-Making-4b014f21b81f468095d09f1b68d13e89",,,,,,"August 30, 2022 12:30 AM",,https://www.notion.so/August-29th-2022-542a6d569e484f7fb9aa9c6f6feb4db2,,,,
Recruiting and Job Searching,,,"https://www.notion.so/Work-bcce4580d272417caeff794077a603f7, https://www.notion.so/Business-a3bc43a710a74e6282af03f0865fd03a, https://www.notion.so/AI-Job-Search-d39363409b044769874a9af964a1e4b7","https://www.notion.so/Work-bcce4580d272417caeff794077a603f7, https://www.notion.so/Business-a3bc43a710a74e6282af03f0865fd03a, https://www.notion.so/AI-Job-Search-d39363409b044769874a9af964a1e4b7",,,,,"https://www.notion.so/Nick-Lewis-422bd23390d34ea6a557b0ebab886438, https://www.notion.so/Evelyn-Smith-135fa915d9da40a4aaac839f1aa9adcb, https://www.notion.so/Ali-Meyer-ac9c9e3bb7e547bdbc654a974ed37089","August 30, 2022 12:28 AM",,https://www.notion.so/August-29th-2022-542a6d569e484f7fb9aa9c6f6feb4db2,,,,
Climate Change,,,,,,https://www.notion.so/The-Terrifying-Warning-Lurking-in-the-Earth-s-Ancient-Rock-Record-75c88188dff84574bfe1e9fe85275336,,,,"August 30, 2022 12:27 AM",,https://www.notion.so/August-29th-2022-542a6d569e484f7fb9aa9c6f6feb4db2,,,,
Sharing,https://www.notion.so/We-re-necessarily-in-this-together-2b882ac830534a8cbdc1f71cfe3fcc58,,"https://www.notion.so/Coworking-793f9f8a034446bfa8405301e224b790, https://www.notion.so/Alternative-Economics-66f56743b335455f971e17bc539a2e48, https://www.notion.so/Social-Psychology-dd411027ae474fdf8b2fe850c7305cad, https://www.notion.so/Community-242d7fb2bd8e4fd7b70b556128be15ee, https://www.notion.so/Collaboration-2e833858b1d34c4a948b47ffe2eee901","https://www.notion.so/Coworking-793f9f8a034446bfa8405301e224b790, https://www.notion.so/Social-Psychology-dd411027ae474fdf8b2fe850c7305cad, https://www.notion.so/Alternative-Economics-66f56743b335455f971e17bc539a2e48, https://www.notion.so/Community-242d7fb2bd8e4fd7b70b556128be15ee, https://www.notion.so/Collaboration-2e833858b1d34c4a948b47ffe2eee901",,,,,,"August 30, 2022 12:26 AM",,,,,,
Coworking,,,"https://www.notion.so/Work-bcce4580d272417caeff794077a603f7, https://www.notion.so/Millenials-308ee877c950483d91d3d758cb6ae95d, https://www.notion.so/Sharing-6cf9f693809442a6bb1f1ad2c5c14bcd, https://www.notion.so/Real-Estate-c7732f6c6c7a4ea2bef703082b4917f0","https://www.notion.so/Work-bcce4580d272417caeff794077a603f7, https://www.notion.so/Sharing-6cf9f693809442a6bb1f1ad2c5c14bcd, https://www.notion.so/Real-Estate-c7732f6c6c7a4ea2bef703082b4917f0, https://www.notion.so/Millenials-308ee877c950483d91d3d758cb6ae95d",,,,https://www.notion.so/WeWork-7289d18e7e9e46d98548067d66b2d71c,,"August 30, 2022 12:26 AM",,,,,,
Music Visualization,,,,,,,,,,"August 30, 2022 12:12 AM",,,,,,
K-Pop,,,"https://www.notion.so/Music-32f576673a844395abb87bf313e5b91d, https://www.notion.so/Fandom-1ade468cdc1043e4adacaed9ad97b51d, https://www.notion.so/Musical-Genres-318ad9b16abb43f4a783078956d04b86","https://www.notion.so/Music-32f576673a844395abb87bf313e5b91d, https://www.notion.so/Fandom-1ade468cdc1043e4adacaed9ad97b51d, https://www.notion.so/Musical-Genres-318ad9b16abb43f4a783078956d04b86",,,,,,"August 29, 2022 11:58 PM",,,,,,
Fandom,,,https://www.notion.so/K-Pop-deb4ca654d50421b9726d843b7a44d33,https://www.notion.so/K-Pop-deb4ca654d50421b9726d843b7a44d33,,,,,,"August 29, 2022 11:57 PM",,,,,,
Cognitive Biases,,,https://www.notion.so/Availability-Heuristic-b60a0a35acd5479886b21b8a1a264c44,https://www.notion.so/Availability-Heuristic-b60a0a35acd5479886b21b8a1a264c44,,,,,,"August 29, 2022 11:52 PM",,,,,,
Availability Heuristic,"https://www.notion.so/Small-samples-influenced-by-salience-or-availability-overrepresent-outliers-43b48ffb279f4f9ab882cf29507f7088, https://www.notion.so/We-fall-in-love-with-the-first-option-we-have-because-in-absence-of-other-options-we-treat-it-as-th-39a55f128363450aa7236ca9efc7f2b3",,"https://www.notion.so/Cognitive-Psychology-9c86eb9c89b74ce8a4df51e8167c3897, https://www.notion.so/Cognitive-Biases-b64ea6803828407d98caa7308f3171e4","https://www.notion.so/Cognitive-Biases-b64ea6803828407d98caa7308f3171e4, https://www.notion.so/Cognitive-Psychology-9c86eb9c89b74ce8a4df51e8167c3897",https://www.notion.so/Thinking-Fast-And-Slow-650c542b7d3e4a5787474431a93dfd10,,,,https://www.notion.so/Daniel-Kahneman-b65450c7e5db4a59be5c0f3ea8632879,"August 29, 2022 11:52 PM",,,,,,
Beauty,,,"https://www.notion.so/Aesthetics-bdb21d57512f446a975f89b452b4682f, https://www.notion.so/Perception-a29bff3762d04033a63bf1d5ae3f269f, https://www.notion.so/Fashion-9fd3bc305cbc4f4f81a1f9781636e277","https://www.notion.so/Perception-a29bff3762d04033a63bf1d5ae3f269f, https://www.notion.so/Aesthetics-bdb21d57512f446a975f89b452b4682f, https://www.notion.so/Fashion-9fd3bc305cbc4f4f81a1f9781636e277",,,,,,"August 29, 2022 11:42 PM",,,,,,
Perception,,,"https://www.notion.so/Beauty-8967f35ce4944a3688aaa586dc8dfc8d, https://www.notion.so/Psychology-c4cd828b37c94e1daded0dc7752ea253, https://www.notion.so/Cognitive-Psychology-9c86eb9c89b74ce8a4df51e8167c3897, https://www.notion.so/Attention-dcc1eb7d92bb420f94a595c96880b5b5","https://www.notion.so/Beauty-8967f35ce4944a3688aaa586dc8dfc8d, https://www.notion.so/Cognitive-Psychology-9c86eb9c89b74ce8a4df51e8167c3897, https://www.notion.so/Psychology-c4cd828b37c94e1daded0dc7752ea253, https://www.notion.so/Attention-dcc1eb7d92bb420f94a595c96880b5b5",,,,,,"August 29, 2022 11:40 PM",,,,,,
Diversity,,,"https://www.notion.so/Mixed-Race-e2f8b96243b34610bc811eb6c04e130a, https://www.notion.so/Culture-b13d70faafab4e3bb9cbc8f793b8bea8, https://www.notion.so/Racial-Minorities-90c04d20cf4140ae8e976b37c6b5163a, https://www.notion.so/Social-Justice-8bfc21b493074f91be6ad7f329c3d077","https://www.notion.so/Mixed-Race-e2f8b96243b34610bc811eb6c04e130a, https://www.notion.so/Culture-b13d70faafab4e3bb9cbc8f793b8bea8, https://www.notion.so/Social-Justice-8bfc21b493074f91be6ad7f329c3d077, https://www.notion.so/Racial-Minorities-90c04d20cf4140ae8e976b37c6b5163a",,,,,,"August 29, 2022 11:37 PM",,,,,,
Mixed Race,,,"https://www.notion.so/Racial-Minorities-90c04d20cf4140ae8e976b37c6b5163a, https://www.notion.so/Culture-b13d70faafab4e3bb9cbc8f793b8bea8, https://www.notion.so/Diversity-aaaf654ce9624b06aaacc4cffd122a80","https://www.notion.so/Racial-Minorities-90c04d20cf4140ae8e976b37c6b5163a, https://www.notion.so/Culture-b13d70faafab4e3bb9cbc8f793b8bea8, https://www.notion.so/Diversity-aaaf654ce9624b06aaacc4cffd122a80",,,,,,"August 29, 2022 11:37 PM",,,,,,
Stereotypes,,,"https://www.notion.so/Culture-b13d70faafab4e3bb9cbc8f793b8bea8, https://www.notion.so/Social-Psychology-dd411027ae474fdf8b2fe850c7305cad","https://www.notion.so/Culture-b13d70faafab4e3bb9cbc8f793b8bea8, https://www.notion.so/Social-Psychology-dd411027ae474fdf8b2fe850c7305cad",,,,,,"August 29, 2022 11:36 PM",,https://www.notion.so/August-20th-2022-c6affbed81284a09affcd41c8fa4915b,,,,
Rabbit Hole,,,,,,,,,,"August 29, 2022 11:35 PM",,https://www.notion.so/August-20th-2022-c6affbed81284a09affcd41c8fa4915b,,,,
Island Nations,,,"https://www.notion.so/Politics-67b870f1af9c4bdfa66e604d9468dcdd, https://www.notion.so/Geography-a9a0f9f114924dce8e51c0e59e86f9a9","https://www.notion.so/Politics-67b870f1af9c4bdfa66e604d9468dcdd, https://www.notion.so/Geography-a9a0f9f114924dce8e51c0e59e86f9a9",,,,,,"August 29, 2022 11:30 PM",,,"https://www.notion.so/Japan-41d006f89c934b60996564486ff09efd, https://www.notion.so/Dominican-Republic-22c8f5cd876e42669ec79d4c7c9481a2, https://www.notion.so/United-Kingdom-45fa62133ba745d0bed65cecbf18e268, https://www.notion.so/Ireland-589f323950c1456fa1c4e6ae8b4f43f2, https://www.notion.so/The-Philippines-810aec7149e745fb93ef5410911a0ed3",,,
Racism,,,https://www.notion.so/Racial-Minorities-90c04d20cf4140ae8e976b37c6b5163a,https://www.notion.so/Racial-Minorities-90c04d20cf4140ae8e976b37c6b5163a,,,,,,"August 29, 2022 11:22 PM",,,,,,
Racial Minorities,,,"https://www.notion.so/Black-Culture-e3b01c2dc5c14c21820924b938d28195, https://www.notion.so/Racism-b4955d19d1cd4b44aa165612f4e619e1, https://www.notion.so/Mixed-Race-e2f8b96243b34610bc811eb6c04e130a, https://www.notion.so/Diversity-aaaf654ce9624b06aaacc4cffd122a80, https://www.notion.so/Identity-4d91945502ea439f80f0a255259f8109","https://www.notion.so/Black-Culture-e3b01c2dc5c14c21820924b938d28195, https://www.notion.so/Racism-b4955d19d1cd4b44aa165612f4e619e1, https://www.notion.so/Mixed-Race-e2f8b96243b34610bc811eb6c04e130a, https://www.notion.so/Diversity-aaaf654ce9624b06aaacc4cffd122a80, https://www.notion.so/Identity-4d91945502ea439f80f0a255259f8109",,,,,,"August 29, 2022 11:22 PM",,,,,,
Black Culture,,,"https://www.notion.so/White-Culture-13b05d7b8b794969987e12d7bb629431, https://www.notion.so/Social-Justice-8bfc21b493074f91be6ad7f329c3d077, https://www.notion.so/Black-Empowerment-99ed7a881b09401b9da293cd3dfa0fa5, https://www.notion.so/Racial-Minorities-90c04d20cf4140ae8e976b37c6b5163a","https://www.notion.so/White-Culture-13b05d7b8b794969987e12d7bb629431, https://www.notion.so/Social-Justice-8bfc21b493074f91be6ad7f329c3d077, https://www.notion.so/Black-Empowerment-99ed7a881b09401b9da293cd3dfa0fa5, https://www.notion.so/Racial-Minorities-90c04d20cf4140ae8e976b37c6b5163a",,,,,,"August 29, 2022 11:21 PM",,,,,,
Asymmetrical Bets,,,"https://www.notion.so/Winning-and-Losing-42f4ca8d2c04486ea6a55c07cd60487c, https://www.notion.so/Probability-403dc96005e04994b23284937170117b, https://www.notion.so/Luck-2cd888d82d7348c0a6c6307d4e8b2316, https://www.notion.so/Strategy-04e423e54c8c465588a73916dd42613a","https://www.notion.so/Winning-and-Losing-42f4ca8d2c04486ea6a55c07cd60487c, https://www.notion.so/Probability-403dc96005e04994b23284937170117b, https://www.notion.so/Luck-2cd888d82d7348c0a6c6307d4e8b2316, https://www.notion.so/Strategy-04e423e54c8c465588a73916dd42613a",,,,,,"August 29, 2022 11:19 PM",,https://www.notion.so/August-20th-2022-c6affbed81284a09affcd41c8fa4915b,,,,
Product Strategy and Management,https://www.notion.so/Solution-as-a-function-of-problem-2063d0e158534629bcd785626415dd4f,https://www.notion.so/The-Importance-of-Problems-97186ad53f4640b7aabb7cf2022df4a1,"https://www.notion.so/Business-a3bc43a710a74e6282af03f0865fd03a, https://www.notion.so/Design-7545135b0fdf4d3eab96a94db3c604f5, https://www.notion.so/Strategy-04e423e54c8c465588a73916dd42613a","https://www.notion.so/Business-a3bc43a710a74e6282af03f0865fd03a, https://www.notion.so/Design-7545135b0fdf4d3eab96a94db3c604f5, https://www.notion.so/Strategy-04e423e54c8c465588a73916dd42613a","https://www.notion.so/The-Lean-Product-Handbook-63f0bdef711d4881aad0f16d76bc80b5, https://www.notion.so/Inspired-How-to-Create-Tech-Products-Customers-Love-81fdabc4aa1741509140462b15165e4c","https://www.notion.so/Customer-Journey-Mapping-e8b92b7448714129abeb96abfa8a4cfa, https://www.notion.so/When-Everything-is-Important-But-Nothing-is-Getting-Done-afca9fda80d540db9c8a1e249a7dedcf",,"https://www.notion.so/Mind-The-Product-d78ca3ea46ff41e4aceee2e9dd670893, https://www.notion.so/Figma-17b1cf168c044b2ba94622bbd02a41c6","https://www.notion.so/Dan-Olsen-d6611205988c4a588b8b1c5ddf473122, https://www.notion.so/Marty-Cagan-8eb1a099b4fa4fe48354729b81e5d027, https://www.notion.so/Orsi-B-sz-09589e4977fa424bbc3e7059fd1ca07d, https://www.notion.so/Noah-Levin-a429992242dc43a0a5ae8f955efbd2b1, https://www.notion.so/Matt-Piccolella-850d48d8f59743c29fbd42c9c6e747f8, https://www.notion.so/Peter-Welinder-f868ffeedbb24d14b837ea2cee95a2d8, https://www.notion.so/Kenny-Hoang-d12f288671c34b9e87323d1866d7213f, https://www.notion.so/Vijaysai-Patnaik-4887647f558a44a682d934bfce9011df","August 29, 2022 11:16 PM",,https://www.notion.so/August-31st-2022-ea8b63e010bb4a68827bd11dc9ed7435,,1,,
Philosophy of Life,,https://www.notion.so/Direcciones-37b0c066de804d0f98f49ae4dcaf0d91,"https://www.notion.so/Philosophy-7072f2f8b46b4336b1589b5b87faba6d, https://www.notion.so/Personality-c52f02df5de7409996cd25f7602defca, https://www.notion.so/Happiness-5fc048c6fea345e0847b925161aa3de6, https://www.notion.so/Philosophy-of-Life-072651b02d4e40e494077ca6f131667f, https://www.notion.so/Spirituality-62819bed94944a4d93695069bf65667b","https://www.notion.so/Happiness-5fc048c6fea345e0847b925161aa3de6, https://www.notion.so/Philosophy-of-Life-072651b02d4e40e494077ca6f131667f, https://www.notion.so/Psychology-c4cd828b37c94e1daded0dc7752ea253, https://www.notion.so/Spirituality-62819bed94944a4d93695069bf65667b, https://www.notion.so/Personality-c52f02df5de7409996cd25f7602defca",,,,,,"August 29, 2022 11:14 PM",,https://www.notion.so/August-20th-2022-c6affbed81284a09affcd41c8fa4915b,,,,
Demographics,,,"https://www.notion.so/White-Culture-13b05d7b8b794969987e12d7bb629431, https://www.notion.so/Hispanic-People-in-the-US-e3539db665824f5f8afea0103e32c837","https://www.notion.so/White-Culture-13b05d7b8b794969987e12d7bb629431, https://www.notion.so/Identity-4d91945502ea439f80f0a255259f8109, https://www.notion.so/Hispanic-People-in-the-US-e3539db665824f5f8afea0103e32c837",,https://www.notion.so/Why-Democrats-Are-Losing-Hispanic-Voters-a2c53c385b3f4e2ba212b9c2aed8c97e,,,,"August 29, 2022 11:12 PM",,,,,,
White Culture,,,"https://www.notion.so/Culture-b13d70faafab4e3bb9cbc8f793b8bea8, https://www.notion.so/Demographics-9d7b4718bc7047119aef7e2bb0f332ec, https://www.notion.so/Black-Culture-e3b01c2dc5c14c21820924b938d28195","https://www.notion.so/Culture-b13d70faafab4e3bb9cbc8f793b8bea8, https://www.notion.so/Demographics-9d7b4718bc7047119aef7e2bb0f332ec, https://www.notion.so/Black-Culture-e3b01c2dc5c14c21820924b938d28195",,,,,,"August 29, 2022 11:12 PM",,,,,,
Underdogs,,,"https://www.notion.so/Business-a3bc43a710a74e6282af03f0865fd03a, https://www.notion.so/Strategy-04e423e54c8c465588a73916dd42613a, https://www.notion.so/Winning-and-Losing-42f4ca8d2c04486ea6a55c07cd60487c, https://www.notion.so/Competition-8b4e3ec5e7bc4034b7fb061f88bceb4b, https://www.notion.so/Cyberpunk-2f925126ab454f12b9f65d4646e30a7e","https://www.notion.so/Business-a3bc43a710a74e6282af03f0865fd03a, https://www.notion.so/Strategy-04e423e54c8c465588a73916dd42613a, https://www.notion.so/Competition-8b4e3ec5e7bc4034b7fb061f88bceb4b, https://www.notion.so/Winning-and-Losing-42f4ca8d2c04486ea6a55c07cd60487c, https://www.notion.so/Cyberpunk-2f925126ab454f12b9f65d4646e30a7e",,,,,,"August 29, 2022 11:06 PM",,https://www.notion.so/August-20th-2022-c6affbed81284a09affcd41c8fa4915b,,,,
Personality,"https://www.notion.so/My-many-cultures-nationalities-and-identities-come-out-in-different-aspects-of-my-personality-but--9c1db92ab3644534875f8a985a39ef91, https://www.notion.so/You-are-what-you-do-a2ee99a7f6e048d39100c1cbb6f89daf, https://www.notion.so/You-are-who-you-are-4b41e5ef864d42c28edeca510fc396a7, https://www.notion.so/You-are-the-people-you-love-you-are-the-people-who-love-you-ad6e8df398194f8e9fa015fd787cd123",,"https://www.notion.so/Psychology-c4cd828b37c94e1daded0dc7752ea253, https://www.notion.so/Cognitive-Psychology-9c86eb9c89b74ce8a4df51e8167c3897, https://www.notion.so/Philosophy-of-Life-072651b02d4e40e494077ca6f131667f, https://www.notion.so/Identity-4d91945502ea439f80f0a255259f8109, https://www.notion.so/Secure-Attachment-91d7a6785b1c4e0cbfcb072af85d33c5","https://www.notion.so/Cognitive-Psychology-9c86eb9c89b74ce8a4df51e8167c3897, https://www.notion.so/Psychology-c4cd828b37c94e1daded0dc7752ea253, https://www.notion.so/Philosophy-of-Life-072651b02d4e40e494077ca6f131667f, https://www.notion.so/Identity-4d91945502ea439f80f0a255259f8109, https://www.notion.so/Secure-Attachment-91d7a6785b1c4e0cbfcb072af85d33c5",,https://www.notion.so/Story-of-My-Life-How-Narrative-Creates-Personality-The-Atlantic-ad73ce5673394748a0fa790c886a0014,,,,"August 29, 2022 11:05 PM",5,https://www.notion.so/August-20th-2022-c6affbed81284a09affcd41c8fa4915b,,,,
Sports,,,"https://www.notion.so/Winning-and-Losing-42f4ca8d2c04486ea6a55c07cd60487c, https://www.notion.so/Competition-8b4e3ec5e7bc4034b7fb061f88bceb4b, https://www.notion.so/Entertainment-4c6bfc14ba734aa9bd3bb24d64b2e05a, https://www.notion.so/Health-3ddee6943e3c4ff3956c3cebc80ac598","https://www.notion.so/Winning-and-Losing-42f4ca8d2c04486ea6a55c07cd60487c, https://www.notion.so/Competition-8b4e3ec5e7bc4034b7fb061f88bceb4b, https://www.notion.so/Mental-Health-9e7063aeb8db4932a75af4071ed766cf, https://www.notion.so/Entertainment-4c6bfc14ba734aa9bd3bb24d64b2e05a",,,,,,"August 29, 2022 11:04 PM",,,,,,
Health,,,,https://www.notion.so/Sports-d6fbc37e011f49e7930fbd798cb27018,,,,,,"August 29, 2022 11:03 PM",,,,,,
Winning and Losing,,,"https://www.notion.so/Underdogs-7de872d20fef494dbec73f61421ee8b5, https://www.notion.so/Strategy-04e423e54c8c465588a73916dd42613a, https://www.notion.so/Sports-d6fbc37e011f49e7930fbd798cb27018, https://www.notion.so/Asymmetrical-Bets-29adb366249e40e9a44464bf63af4796, https://www.notion.so/Success-aaf589fb32084cd3bcbd51f54ccd683e, https://www.notion.so/Ambition-1a4c9b8ad0e24b549cf904ae757e514a","https://www.notion.so/Underdogs-7de872d20fef494dbec73f61421ee8b5, https://www.notion.so/Sports-d6fbc37e011f49e7930fbd798cb27018, https://www.notion.so/Strategy-04e423e54c8c465588a73916dd42613a, https://www.notion.so/Asymmetrical-Bets-29adb366249e40e9a44464bf63af4796, https://www.notion.so/Success-aaf589fb32084cd3bcbd51f54ccd683e, https://www.notion.so/Ambition-1a4c9b8ad0e24b549cf904ae757e514a",,,,,,"August 29, 2022 11:03 PM",,,,,,
Competition,,,"https://www.notion.so/Underdogs-7de872d20fef494dbec73f61421ee8b5, https://www.notion.so/Sports-d6fbc37e011f49e7930fbd798cb27018","https://www.notion.so/Underdogs-7de872d20fef494dbec73f61421ee8b5, https://www.notion.so/Sports-d6fbc37e011f49e7930fbd798cb27018",,,,,,"August 29, 2022 11:02 PM",,,,,,
Sync Licensing,,,"https://www.notion.so/Copyright-1b69fd84880f4b9a8fa83842d6070f92, https://www.notion.so/Film-and-TV-c40398e359bc450a9c4efda45fe63dc1, https://www.notion.so/Music-Business-8afe0ac7fee6408b88b28fe7c50e8432","https://www.notion.so/Copyright-1b69fd84880f4b9a8fa83842d6070f92, https://www.notion.so/Film-and-TV-c40398e359bc450a9c4efda45fe63dc1, https://www.notion.so/Music-Business-8afe0ac7fee6408b88b28fe7c50e8432",,,,https://www.notion.so/Songtradr-58332b064c0e4ce38fa3acc7ecc5d5c5,,"August 20, 2022 11:15 AM",,,,,,
Film and TV,,,https://www.notion.so/Sync-Licensing-6c3c5ba784a54990a055c09748a0d1a5,https://www.notion.so/Sync-Licensing-6c3c5ba784a54990a055c09748a0d1a5,,,,,,"August 20, 2022 11:15 AM",,,,,,
Errors and Mistakes,https://www.notion.so/Misfakes-9a177588792c45e69d1d7d3d945d6258,,"https://www.notion.so/Rickyisms-90794edb051f4c588438b4f4f117eb08, https://www.notion.so/Strategy-04e423e54c8c465588a73916dd42613a, https://www.notion.so/Cognitive-Psychology-9c86eb9c89b74ce8a4df51e8167c3897","https://www.notion.so/Rickyisms-90794edb051f4c588438b4f4f117eb08, https://www.notion.so/Strategy-04e423e54c8c465588a73916dd42613a, https://www.notion.so/Cognitive-Psychology-9c86eb9c89b74ce8a4df51e8167c3897",,,,,,"August 20, 2022 3:51 AM",,,,,,
